Token ID,Token,Lemma,GSMS,Farsi Token,Farsi Lemma,POS FAR,BN Synset,Correct?,Synonyms?,BN Gloss,Token ID FAR,Annotator notes,Farsi Lemma - BN Synset,Farsi Lemma - BN Gloss,English Lemma - WN Synsets,English Lemma - WN Glosses,English Lemma - BN Synsets,English Lemma - BN Glosses
d004.s012.t005,?,,X,؟,؟,PUNCT,n/a,,,n/a,d004.s012.t005,,,,,,,
d004.s013.t001,Cerenia,cerenia,N,سرنیا,سرنیا,NOUN,bn:00923812n,1,,"Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.",d004.s013.t001,transliteration,,,,,,
d004.s013.t002,blocks,block,V,گیرنده➕مسدود,گیرنده➕مسدود,"NOUN,EZ➕ADJ",bn:00083622v,0,,Hinder or prevent the progress or accomplishment of,d004.s013.t002➕d004.s013.t017,,,,wn:01478002v; wn:02557199v; wn:02559752v; wn:01057034v; wn:02444297v; wn:02198423v; wn:02145543v; wn:01531492v; wn:01479333v; wn:01476483v; wn:01217924v; wn:01147060v; wn:00609100v; wn:00477528v; wn:00477382v; wn:00269423v,"render unsuitable for passage; hinder or prevent the progress or accomplishment of; stop from happening or developing; interfere with or prevent the reception of signals; run on a block system; interrupt the normal function of by means of anesthesia; shut out from view or get in the way so as to hide from sight; stamp or emboss a title or design on a book with a block; obstruct; block passage through; support, secure, or raise with a block; impede the movement of (an opponent or a ball); be unable to remember; shape by using a block; shape into a block or blocks; prohibit the conversion or use of (assets)",,
d004.s013.t003,a,,X,,,,n/a,,,n/a,,,,,,,,
d004.s013.t004,neurokinin,neurokinin,N,نوروکینین,نوروکینین,NOUN,bn:02560276n,1,,"Tachykinin peptides are one of the largest families of neuropeptides, found from amphibians to mammals.",d004.s013.t003,transliteration,,,,,,
d004.s013.t005,1,,X,,,,n/a,,,n/a,,,,,,,,
d004.s013.t006,(,,X,(,(,PUNCT,n/a,,,n/a,d004.s013.t005,,,,,,,
d004.s013.t007,NK1,nk1,N,NK➕۱,NK➕۱,NOUN➕NUM,n/a,,,n/a,d004.s013.t006➕d004.s013.t007,,,,,,,
d004.s013.t008,),,X,),),PUNCT,n/a,,,n/a,d004.s013.t008,,,,,,,
d004.s013.t009,receptor,receptor,N,گیرنده,گیرنده,"NOUN,EZ",bn:00066514n,1,,A cellular structure that is postulated to exist in order to mediate between a chemical agent that acts on nervous tissue and the physiological response,d004.s013.t002,,,,,,,
d004.s013.t010,",",,X,۱,۱,NUM,n/a,,,n/a,d004.s013.t004,,,,,,,
d004.s013.t011,which,,X,که,که,SCONJ,n/a,,,n/a,d004.s013.t010,,,,,,,
d004.s013.t012,acts,act,V,عمل➕می‌کند,عمل➕کرد#کن,NOUN➕VERB,bn:00082285v,1,,"Perform an action, or work out or perform (an action)",d004.s013.t015➕d004.s013.t016,,,,,,,
d004.s013.t013,in,,X,در,در,ADP,n/a,,,n/a,d004.s013.t011,,,,,,,
d004.s013.t014,the,,X,عصبی,عصبی,"ADJ,EZ",n/a,,,n/a,d004.s013.t013,,,,,,,
d004.s013.t015,central,central,J,مرکزی,مرکزی,ADJ,bn:00099258a,1,,Serving as an essential component,d004.s013.t014,,,,,,,
d004.s013.t016,nervous,nervous,J,عصبی,عصبی,"ADJ,EZ",bn:00107232a,1,,Of or relating to the nervous system,d004.s013.t013,,,,,,,
d004.s013.t017,system,system,N,سیستم,سیستم,"NOUN,EZ",bn:00075762n,1,,A group of physiologically or anatomically related organs or parts,d004.s013.t012,,,,,,,
d004.s013.t018,.,,X,.,.,PUNCT,n/a,,,n/a,d004.s013.t019,,,,,,,
d004.s014.t001,How,,X,چگونه,چگونه,ADV,n/a,,,n/a,d004.s014.t002,,,,,,,
d004.s014.t002,has,have,V,گرفته_است,گرفت#گیر,VERB,n/a,,,n/a,d004.s014.t006,,,,,,,
d004.s014.t003,Cerenia,cerenia,N,Cerenia,Cerenia,NOUN,bn:00923812n,1,,"Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.",d004.s014.t001,,,,,,,
d004.s014.t004,been,be,V,,,,n/a,,,n/a,,,,,,,,
d004.s014.t005,studied,study,V,مطالعه➕قرار,مطالعه➕قرار,NOUN➕NOUN,bn:00082596v,0,,Consider in detail and subject to an analysis in order to discover essential features or meaning,d004.s014.t004➕d004.s014.t005,not the complete form of verb,,,wn:00644583v; wn:00607405v; wn:02166460v; wn:00599992v; wn:00607114v; wn:00704388v,"consider in detail and subject to an analysis in order to discover essential features or meaning; be a student; follow a course of study; be enrolled at an institute of learning; give careful consideration to; be a student of a certain subject; learn by reading books; think intently and at length, as for spiritual purposes",,
d004.s014.t006,?,,X,؟,؟,PUNCT,n/a,,,n/a,d004.s014.t007,,,,,,,
d004.s015.t001,A,,X,,,,n/a,,,n/a,,,,,,,,
d004.s015.t002,large,large,J,زیادی,زیادی,ADJ,bn:00098342a,1,,Above average in size or number or quantity or magnitude or extent,d004.s015.t002,,,,,,,
d004.s015.t003,number,number,N,تعداد,تعداد,"NOUN,EZ",bn:00034394n,1,,The property possessed by a sum or total or indefinite quantity of units or individuals,d004.s015.t001,,,,,,,
d004.s015.t004,of,,X,از,از,ADP,n/a,,,n/a,d004.s015.t003,,,,,,,
d004.s015.t005,studies,study,N,مطالعات,مطالعات,NOUN,bn:00074790n,1,,A detailed critical inspection,d004.s015.t004,,,,,,,
d004.s015.t006,with,,X,با,با,ADP,n/a,,,n/a,d004.s015.t005,,,,,,,
d004.s015.t007,Cerenia,cerenia,N,Cerenia,Cerenia,NOUN,bn:00923812n,1,,"Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.",d004.s015.t006,,,,,,,
d004.s015.t008,were,be,V,شد,شد#شو,VERB,n/a,,,n/a,d004.s015.t026,,,,,,,
d004.s015.t009,carried,carry,V,انجام,انجام,NOUN,n/a,,,n/a,d004.s015.t025,,bn:02077781n;bn:00084593v;bn:00091551v;bn:00061560n;bn:00087107v;bn:00087108v;bn:00091550v;bn:00046127n;bn:00082225v;bn:00082226v;bn:00085566v;bn:00029881n;bn:00001092n;bn:00021674n;bn:00036761n;bn:00000725n;bn:00082906v,"Anjaam {English: Consequence	;Direct the course of; manage or control	;Give a performance (of something)	;A dramatic or musical entertainment	;Carry out or perform an action	;Get (something) done	;Perform a function	;Instrumentation (a piece of equipment or tool) used to effect an end	;Put in effect	;To gain with effort	;Lead, as in the performance of a composition	;The act of implementing (providing a practical means for accomplishing something); carrying into effect	;The performance of a part or role in a drama	;The direction of an orchestra or choir	;A feeling of satisfaction at having achieved your desires	;An ability that has been acquired by training	;Enter upon an activity or enterprise",,,,
d004.s015.t010,out,out,R,,,,n/a,,,n/a,,,,,,,,
d004.s015.t011,either,either,R,,,,n/a,,,n/a,,,,,,,,
d004.s015.t012,in,,X,در,در,ADP,n/a,,,n/a,d004.s015.t015,,,,,,,
d004.s015.t013,laboratory,laboratory,N,آزمایشگاهی,آزمایشگاه,ADJ,bn:00049551n,1,,A workplace for the conduct of scientific research,d004.s015.t010,persian word mean 'a laboratory' ,,,,,,
d004.s015.t014,dogs,dog,N,سگ‌های,سگ,"NOUN,EZ",bn:00015267n,1,,A member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,d004.s015.t009,,,,,,,
d004.s015.t015,or,,X,یا,یا,CCONJ,n/a,,,n/a,d004.s015.t011,,,,,,,
d004.s015.t016,in,,X,در,در,ADP,n/a,,,n/a,d004.s015.t012,,,,,,,
d004.s015.t017,animal,animal,J,حیوانی,حیوانی,ADJ,n/a,,,n/a,d004.s015.t014,,bn:00004222n,A living organism characterized by voluntary movement,,,,
d004.s015.t018,patients,patient,N,بیماران,بیمار,"NOUN,EZ",bn:00061017n,1,,A person who requires medical care,d004.s015.t013,,,,,,,
d004.s015.t019,at,,X,,,,n/a,,,n/a,,,,,,,,
d004.s015.t020,veterinary,veterinary,J,دامپزشکی,دامپزشکی,NOUN,bn:00113583a,1,,Of or relating to veterinarians or veterinary medicine,d004.s015.t017,,,,,,,
d004.s015.t021,practises,practise,V,مراکز,مراکز,"NOUN,EZ",n/a,,,n/a,d004.s015.t016,,bn:00017134n,Mercantile establishment consisting of a carefully landscaped complex of shops representing leading merchandisers; usually includes restaurants and a convenient parking area; a modern version of the traditional marketplace,,,,
d004.s015.t022,in,,X,در,در,ADP,n/a,,,n/a,d004.s015.t018,,,,,,,
d004.s015.t023,several,several,J,چندین,چندین,DET,bn:00110469a,1,,(used with count nouns) of an indefinite number more than 2 or 3 but not many,d004.s015.t019,,,,,,,
d004.s015.t024,European,european,J,اروپایی,اروپایی,ADJ,bn:00102440a,1,,Of or relating to or characteristic of Europe or the people of Europe,d004.s015.t021,,,,,,,
d004.s015.t025,countries,country,N,کشور,کشور,"NOUN,EZ",bn:00011771n,1,,n/a,d004.s015.t020,,,,,,,
d004.s015.t026,and,,X,و,و,CCONJ,n/a,,,n/a,d004.s015.t022,,,,,,,
d004.s015.t027,in,,X,در,در,ADP,n/a,,,n/a,d004.s015.t023,,,,,,,
d004.s015.t028,the,,X,,,,n/a,,,n/a,,,,,,,,
d004.s015.t029,USA,usa,N,ایالات‌متحده,ایالات‌متحده,NOUN,bn:00003341n,1,,North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776,d004.s015.t024,,,,,,,
d004.s015.t030,.,,X,.,.,PUNCT,n/a,,,n/a,d004.s015.t027,,,,,,,
d004.s016.t001,What,,X,چه,چه,DET,n/a,,,n/a,d004.s016.t005,,,,,,,
d004.s016.t002,benefit,benefit,N,فوایدی,فواید,NOUN,bn:00009905n,1,,Something that aids or promotes well-being,d004.s016.t006,,,,,,,
d004.s016.t003,has,have,V,داده_است,داد#ده,VERB,n/a,,,n/a,d004.s016.t009,,,,,,,
d004.s016.t004,Cerenia,cerenia,N,Cerenia,Cerenia,NOUN,bn:00923812n,1,,"Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.",d004.s016.t001,,,,,,,
d004.s016.t005,shown,show,V,نشان,نشان,NOUN,bn:00083245v,0,,Provide evidence for,d004.s016.t008,noun form of verb,bn:00046907n;bn:00025766n;bn:16133302n;bn:00819998n;bn:00005794n;bn:00019056n;bn:00007896n;bn:14388938n,"A badge worn to show official position	;An award for winning a championship or commemorating some other event	;The Mark is a 1961 film which tells the story of a convicted child molester, now out of prison, who is suspected in the molestation and beating of another child.	;A heraldic badge, an emblem, an impresa, or device, or personal device worn as a badge indicates allegiance to, or the property of, an individual or family.	;The official symbols of a family, state, etc.	;A mark left (usually on the skin) by the healing of injured tissue	;An emblem (a small piece of plastic or cloth or metal) that signifies your status (rank or membership or affiliation etc.)	;The Badge of Honour or Queen's Certificate and Badge of Honour is a civil award presented by the governments of British Overseas Territories.",wn:02148788v; wn:00664788v; wn:01015244v; wn:02137132v; wn:01686956v; wn:00943837v; wn:00923793v; wn:02139544v; wn:00922867v; wn:00923307v; wn:02000547v; wn:01086549v,"give an exhibition of to an interested audience; establish the validity of something, as by an example, explanation or experiment; provide evidence for; make visible or noticeable; show in, or as in, a picture; give expression to; indicate a place, direction, person, or thing; either spatially or figuratively; be or become visible or noticeable; indicate a certain reading; of gauges and instruments; give evidence of, as of records; take (someone) to their seats, as in theaters or auditoriums; finish third or better in a horse or dog race",,
d004.s016.t006,during,,X,طول,طول,"NOUN,EZ",n/a,,,n/a,d004.s016.t003,,,,,,,
d004.s016.t007,the,,X,در,در,ADP,n/a,,,n/a,d004.s016.t002,,,,,,,
d004.s016.t008,studies,study,N,مطالعات,مطالعات,NOUN,bn:00074790n,1,,A detailed critical inspection,d004.s016.t004,,,,,,,
d004.s016.t009,?,,X,؟,؟,PUNCT,n/a,,,n/a,d004.s016.t010,,,,,,,
d004.s017.t001,The,,X,,,,n/a,,,n/a,,,,,,,,
d004.s017.t002,results,result,N,نتایج,نتایج,"NOUN,EZ",bn:00021961n,1,,A phenomenon that follows and is caused by some previous phenomenon,d004.s017.t001,,,,,,,
d004.s017.t003,of,,X,,,,n/a,,,n/a,,,,,,,,
d004.s017.t004,the,,X,,,,n/a,,,n/a,,,,,,,,
d004.s017.t005,studies,study,N,مطالعات,مطالعات,NOUN,bn:00074790n,1,,A detailed critical inspection,d004.s017.t002,,,,,,,
d004.s017.t006,showed,show,V,نشان,نشان,NOUN,bn:00083245v,0,,Provide evidence for,d004.s017.t003,noun form of verb,bn:00046907n;bn:00025766n;bn:16133302n;bn:00819998n;bn:00005794n;bn:00019056n;bn:00007896n;bn:14388938n,"A badge worn to show official position	;An award for winning a championship or commemorating some other event	;The Mark is a 1961 film which tells the story of a convicted child molester, now out of prison, who is suspected in the molestation and beating of another child.	;A heraldic badge, an emblem, an impresa, or device, or personal device worn as a badge indicates allegiance to, or the property of, an individual or family.	;The official symbols of a family, state, etc.	;A mark left (usually on the skin) by the healing of injured tissue	;An emblem (a small piece of plastic or cloth or metal) that signifies your status (rank or membership or affiliation etc.)	;The Badge of Honour or Queen's Certificate and Badge of Honour is a civil award presented by the governments of British Overseas Territories.",wn:02148788v; wn:00664788v; wn:01015244v; wn:02137132v; wn:01686956v; wn:00943837v; wn:00923793v; wn:02139544v; wn:00922867v; wn:00923307v; wn:02000547v; wn:01086549v,"give an exhibition of to an interested audience; establish the validity of something, as by an example, explanation or experiment; provide evidence for; make visible or noticeable; show in, or as in, a picture; give expression to; indicate a place, direction, person, or thing; either spatially or figuratively; be or become visible or noticeable; indicate a certain reading; of gauges and instruments; give evidence of, as of records; take (someone) to their seats, as in theaters or auditoriums; finish third or better in a horse or dog race",,
d004.s017.t007,that,,X,که,که,SCONJ,n/a,,,n/a,d004.s017.t005,,,,,,,
d004.s017.t008,Cerenia,cerenia,N,Cerenia,Cerenia,NOUN,bn:00923812n,1,,"Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.",d004.s017.t006,,,,,,,
d004.s017.t009,was,be,V,بود,بود#است,VERB,n/a,,,n/a,d004.s017.t010,,,,,,,
d004.s017.t010,more,more,R,موثرتر,موثر,ADJ,bn:00116284r,0,,Used to form the comparative of some adjectives and adverbs,d004.s017.t007,,,,wn:00099341r; wn:00099712r,used to form the comparative of some adjectives and adverbs; comparative of much; to a greater degree or extent,,
d004.s017.t011,effective,effective,J,موثرتر,موثر,ADJ,bn:00102038a,1,,Producing or capable of producing an intended result or having a striking effect-LewisMumford,d004.s017.t007,,,,,,,
d004.s017.t012,than,,X,از,از,ADP,n/a,,,n/a,d004.s017.t008,,,,,,,
d004.s017.t013,the,,X,دارونما,دارونما,NOUN,n/a,,,n/a,d004.s017.t009,,,,,,,
d004.s017.t014,placebo,placebo,N,دارونما,دارونما,NOUN,bn:00062717n,1,,An innocuous or inert medication; given as a pacifier or to the control group in experiments on the efficacy of a drug,d004.s017.t009,,,,,,,
d004.s017.t015,:,,X,:,:,PUNCT,n/a,,,n/a,d004.s017.t011,,,,,,,
d004.s017.t016,less,less,J,کمتری,کمتر,ADJ,bn:00105886a,1,,(comparative of `little' usually used with mass nouns) a quantifier meaning not as great in amount or degree,d004.s017.t021,,,,,,,
d004.s017.t017,vomiting,vomiting,N,استفراغ,استفراغ,"NOUN,EZ",bn:00027565n,1,,The reflex act of ejecting the contents of the stomach through the mouth,d004.s017.t020,,,,,,,
d004.s017.t018,was,be,V,شد,شد#شو,VERB,n/a,,,n/a,d004.s017.t040,,,,,,,
d004.s017.t019,seen,see,V,مشاهده,مشاهده,NOUN,bn:00082812v,0,,Be careful or certain to do something; make certain of something,d004.s017.t039,noun form of verb,bn:01533993n;bn:00058495n;bn:00032559n;bn:03758491n;bn:02304686n;bn:00058494n;bn:00009669n;bn:00085647v;bn:00091096v,"In medicine, inspection is the thorough and unhurried visualization of the client.	;The act of making and recording a measurement	;Normal use of the faculty of vision	;In control theory, observability is a measure of how well internal states of a system can be inferred from knowledge of its external outputs.	;In physics, an observable is a dynamic variable that can be measured.	;The act of observing; taking a patient look	;Perception by means of the eyes	;Deem to be	;Observe with care or pay close attention to",wn:02129289v; wn:00591115v; wn:02128873v; wn:01635432v; wn:00690614v; wn:00598954v; wn:02150948v; wn:02023107v; wn:00920336v; wn:00662589v; wn:02488304v; wn:02488488v; wn:02493030v; wn:02549581v; wn:01470670v; wn:02486232v; wn:02129709v; wn:00703708v; wn:02156225v; wn:02131279v; wn:02110220v; wn:02026086v; wn:01156568v; wn:00623151v,"perceive by sight or have the power to perceive by sight; perceive (an idea or situation) mentally; perceive or be contemporaneous with; imagine; conceive of; see in one's mind; deem to be; get to know or become aware of, usually accidentally; see or watch; come together; find out, learn, or determine with certainty, usually by making an inquiry or other effort; be careful or certain to do something; make certain of something; go to see for professional or business reasons; go to see for a social visit; go to see a place, as for entertainment; take charge of or deal with; receive as a specified guest; date regularly; have a steady relationship with; see and understand, have a good eye; deliberate or decide; observe as if with an eye; observe, check out, and look over carefully or inspect; go or live through; accompany or escort; match or meet; make sense of; assign a meaning to",,
d004.s017.t020,in,,X,در,در,ADP,n/a,,,n/a,d004.s017.t012,,,,,,,
d004.s017.t021,dogs,dog,N,سگ‌هایی,سگ,NOUN,bn:00015267n,1,,A member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,d004.s017.t013,,,,,,,
d004.s017.t022,that,,X,که,که,SCONJ,n/a,,,n/a,d004.s017.t014,,,,,,,
d004.s017.t023,received,receive,V,دریافت,دریافت,NOUN,bn:00087863v,0,,Go through (mental or physical states or experiences),d004.s017.t017,noun form of verb,bn:00088208v;bn:00066489n;bn:00061505n;bn:00021432n;bn:00021433n;bn:00026631n;bn:00089891v;bn:00089246v;bn:00066490n;bn:00046275n;bn:02578196n,"Receive a specified treatment (abstract)	;The act of receiving	;Becoming aware of something via the senses	;An ability to understand the meaning or importance of something (or the knowledge acquired as a result)	;The relation of comprising something	;The perception that something has occurred or some state exists	;Express willingness to have in one's home or environs	;Get something; come into possession of	;An acknowledgment (usually tangible) that payment has been made	;An event that is a beginning; a first part or stage of subsequent events	;A get or gett is a divorce document in Jewish religious law, which must be presented by a husband to his wife to effectuate their divorce.",wn:02210119v; wn:00522751v; wn:02107248v; wn:02108026v; wn:01470225v; wn:00686879v; wn:00900583v; wn:00117346v; wn:02739480v; wn:02493511v; wn:02108654v; wn:01172838v; wn:00617095v,get something; come into possession of; receive a specified treatment (abstract); register (perceptual input); go through (mental or physical states or experiences); express willingness to have in one's home or environs; accept as true or valid; bid welcome to; greet upon arrival; convert into sounds or pictures; experience as a reaction; have or give a reception; receive as a retribution or punishment; partake of the Holy Eucharist sacrament; regard favorably or with disapproval,,
d004.s017.t024,the,,X,کردند,کرد#کن,VERB,n/a,,,n/a,d004.s017.t018,,,,,,,
d004.s017.t025,medicine,medicine,N,دارو,دارو,NOUN,bn:00054128n,1,,(medicine) something that treats or prevents or alleviates the symptoms of disease,d004.s017.t015,,,,,,,
d004.s017.t026,than,,X,نسبت,نسبت,NOUN,n/a,,,n/a,d004.s017.t022,,,,,,,
d004.s017.t027,in,,X,کردند,کرد#کن,VERB,n/a,,,n/a,d004.s017.t028,,,,,,,
d004.s017.t028,dogs,dog,N,سگ‌هایی,سگ,NOUN,bn:00015267n,1,,A member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,d004.s017.t024,,,,,,,
d004.s017.t029,that,,X,که,که,SCONJ,n/a,,,n/a,d004.s017.t025,,,,,,,
d004.s017.t030,received,receive,V,دریافت,دریافت,NOUN,bn:00087863v,0,,Go through (mental or physical states or experiences),d004.s017.t027,noun form of verb,bn:00088208v;bn:00066489n;bn:00061505n;bn:00021432n;bn:00021433n;bn:00026631n;bn:00089891v;bn:00089246v;bn:00066490n;bn:00046275n;bn:02578196n,"Receive a specified treatment (abstract)	;The act of receiving	;Becoming aware of something via the senses	;An ability to understand the meaning or importance of something (or the knowledge acquired as a result)	;The relation of comprising something	;The perception that something has occurred or some state exists	;Express willingness to have in one's home or environs	;Get something; come into possession of	;An acknowledgment (usually tangible) that payment has been made	;An event that is a beginning; a first part or stage of subsequent events	;A get or gett is a divorce document in Jewish religious law, which must be presented by a husband to his wife to effectuate their divorce.",wn:02210119v; wn:00522751v; wn:02107248v; wn:02108026v; wn:01470225v; wn:00686879v; wn:00900583v; wn:00117346v; wn:02739480v; wn:02493511v; wn:02108654v; wn:01172838v; wn:00617095v,get something; come into possession of; receive a specified treatment (abstract); register (perceptual input); go through (mental or physical states or experiences); express willingness to have in one's home or environs; accept as true or valid; bid welcome to; greet upon arrival; convert into sounds or pictures; experience as a reaction; have or give a reception; receive as a retribution or punishment; partake of the Holy Eucharist sacrament; regard favorably or with disapproval,,
d004.s017.t031,a,,X,,,,n/a,,,n/a,,,,,,,,
d004.s017.t032,placebo,placebo,N,دارونما,دارونما,NOUN,bn:00062717n,1,,An innocuous or inert medication; given as a pacifier or to the control group in experiments on the efficacy of a drug,d004.s017.t026,,,,,,,
d004.s017.t033,",",,X,،➕،,،➕،,PUNCT➕PUNCT,n/a,,,n/a,d004.s017.t019➕d004.s017.t029,,,,,,,
d004.s017.t034,both,,X,هم,هم,CCONJ,n/a,,,n/a,d004.s017.t030,,,,,,,
d004.s017.t035,in,,X,در,در,ADP,n/a,,,n/a,d004.s017.t031,,,,,,,
d004.s017.t036,the,,X,,,,n/a,,,n/a,,,,,,,,
d004.s017.t037,treatment,treatment,N,درمان,درمان,NOUN,bn:00047235n,1,,Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury),d004.s017.t032,,,,,,,
d004.s017.t038,or,,X,و,و,CCONJ,n/a,,,n/a,d004.s017.t033,,,,,,,
d004.s017.t039,in,,X,در,در,ADP,n/a,,,n/a,d004.s017.t035,,,,,,,
d004.s017.t040,the,,X,,,,n/a,,,n/a,,,,,,,,
d004.s017.t041,prevention,prevention,N,پیشگیری,پیشگیری,NOUN,bn:00008467n,1,,The act of preventing,d004.s017.t036,,,,,,,
d004.s017.t042,of,,X,از,از,ADP,n/a,,,n/a,d004.s017.t037,,,,,,,
d004.s017.t043,vomiting,vomiting,N,استفراغ,استفراغ,NOUN,bn:00027565n,1,,The reflex act of ejecting the contents of the stomach through the mouth,d004.s017.t038,,,,,,,
d004.s017.t044,.,,X,.,.,PUNCT,n/a,,,n/a,d004.s017.t041,,,,,,,
d004.s018.t001,The,,X,,,,n/a,,,n/a,,,,,,,,
d004.s018.t002,treatment,treatment,N,درمان,درمان,"NOUN,EZ",bn:00047235n,1,,Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury),d004.s018.t001,,,,,,,
d004.s018.t003,of,,X,,,,n/a,,,n/a,,,,,,,,
d004.s018.t004,a,,X,دارای,دارای,"ADJ,EZ",n/a,,,n/a,d004.s018.t003,,,,,,,
d004.s018.t005,vomiting,vomiting,N,استفراغ,استفراغ,NOUN,bn:00027565n,1,,The reflex act of ejecting the contents of the stomach through the mouth,d004.s018.t004,,,,,,,
d004.s018.t006,dog,dog,N,سگ,سگ,NOUN,bn:00015267n,1,,A member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,d004.s018.t002,,,,,,,
d004.s018.t007,should,,X,باید,باید,VERB,n/a,,,n/a,d004.s018.t005,,,,,,,
d004.s018.t008,be,be,V,شود,شد#شو,VERB,n/a,,,n/a,d004.s018.t009,,,,,,,
d004.s018.t009,started,start,V,شروع,شروع,NOUN,bn:00083347v,1,,Begin an event that is implied and limited by the nature or inherent function of the direct object,d004.s018.t008,,,,,,,
d004.s018.t010,with,,X,با,با,ADP,n/a,,,n/a,d004.s018.t006,,,,,,,
d004.s018.t011,the,,X,,,,n/a,,,n/a,,,,,,,,
d004.s018.t012,injection,injection,N,تزریق,تزریق,NOUN,bn:00046787n,1,,The act of putting a liquid into the body by means of a syringe,d004.s018.t007,,,,,,,
d004.s018.t013,",",,X,،,،,PUNCT,n/a,,,n/a,d004.s018.t010,,,,,,,
d004.s018.t014,since,,X,زیرا,زیرا,SCONJ,n/a,,,n/a,d004.s018.t011,,,,,,,
d004.s018.t015,vomiting,vomiting,N,استفراغ,استفراغ,NOUN,bn:00027565n,1,,The reflex act of ejecting the contents of the stomach through the mouth,d004.s018.t013,,,,,,,
d004.s018.t016,animals,animal,N,حیوانات,حیوانات,"NOUN,EZ",bn:00004222n,1,,A living organism characterized by voluntary movement,d004.s018.t012,,,,,,,
d004.s018.t017,might,,X,ممکن,ممکن,ADJ,n/a,,,n/a,d004.s018.t014,persian word mean 'not be able to',,,,,,
d004.s018.t018,not,not,R,نتوانند,توانست#توان,VERB,bn:00116360r,0,,Negation of a word or group of words,d004.s018.t016,,,,wn:00024073r,negation of a word or group of words,,
d004.s018.t019,be,be,V,,,,n/a,,,n/a,,,,,,,,
d004.s018.t020,able,able,J,نتوانند,توانست#توان,VERB,bn:00096151a,0,,(usually followed by `to') having the necessary means or skill or know-how or authority to do something,d004.s018.t016,,,,wn:00001740a; wn:00510348s; wn:00306663s; wn:01017439s,(usually followed by `to') having the necessary means or skill or know-how or authority to do something; have the skills and qualifications to do things well; having inherent physical or mental ability or capacity; having a strong healthy body,,
d004.s018.t021,to,,X,,,,n/a,,,n/a,,,,,,,,
d004.s018.t022,keep,keep,V,نگه,نگه,NOUN,n/a,,,n/a,d004.s018.t020,,bn:16016308n,"Nageh is a village in Khaneh Shur Rural District, in the Central District of Salas-e Babajani County, Kermanshah Province, Iran.",,,,
d004.s018.t023,a,,X,,,,n/a,,,n/a,,,,,,,,
d004.s018.t024,tablet,tablet,N,قرص,قرص,NOUN,bn:00052222n,1,,A dose of medicine in the form of a small pellet,d004.s018.t017,,,,,,,
d004.s018.t025,down,down,R,پایین,پایین,ADV,n/a,,,n/a,d004.s018.t019,,,,,,,
d004.s018.t026,(,,X,(,(,PUNCT,n/a,,,n/a,d004.s018.t022,,,,,,,
d004.s018.t027,as,,X,زیرا,زیرا,SCONJ,n/a,,,n/a,d004.s018.t023,,,,,,,
d004.s018.t028,they,,X,دارند,داشت#دار,VERB,n/a,,,n/a,d004.s018.t021,,,,,,,
d004.s018.t029,might,,X,ممکن,ممکن,ADJ,n/a,,,n/a,d004.s018.t024,,,,,,,
d004.s018.t030,throw,throw,V,کنند,کرد#کن,VERB,n/a,,,n/a,d004.s018.t033,,,,,,,
d004.s018.t031,the,,X,دست‌نخورده,دست‌نخورده,ADJ,n/a,,,n/a,d004.s018.t028,,,,,,,
d004.s018.t032,intact,intact,J,,,,bn:00102278a,,,Constituting the undiminished entirety; lacking nothing essential especially not damaged- Bacon,,,bn:00036777n,A punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations,,,,
d004.s018.t033,tablet,tablet,N,قرص,قرص,"NOUN,EZ",bn:00052222n,1,,A dose of medicine in the form of a small pellet,d004.s018.t027,,,,,,,
d004.s018.t034,up,up,R,بالا,بالا,ADV,n/a,,,n/a,d004.s018.t031,,,,,,,
d004.s018.t035,again,again,R,دوباره,دوباره,ADV,bn:00114171r,1,,Anew,d004.s018.t026,,,,,,,
d004.s018.t036,),,X,),),PUNCT,n/a,,,n/a,d004.s018.t034,,,,,,,
d004.s018.t037,.,,X,.,.,PUNCT,n/a,,,n/a,d004.s018.t035,,,,,,,
d004.s019.t001,For,,X,برای,برای,"ADP,EZ",n/a,,,n/a,d004.s019.t001,,,,,,,
